condition,sentence,prefix,suffix,target_llm,critical_word,cloze_percent,cloze_prob,zero_cloze,cloze_surprisal_raw,cloze_surprisal_smoothed,ITEM
HC,Ben was great at remembering numbers because he had a good memory since childhood.,Ben was great at remembering numbers because he had a good,since childhood., memory,memory,85.0,0.85,False,0.23446525363702297,0.23446525363702297,118
MC,Ben always did well in Biology because he had a good memory since childhood.,Ben always did well in Biology because he had a good,since childhood., memory,memory,19.0,0.19,False,2.395928676331139,2.395928676331139,118
LC,Ben was always an excellent employee because he had a good memory since childhood.,Ben was always an excellent employee because he had a good,since childhood., memory,memory,0.0,0.0,True,inf,19.931568569324174,118
HC,The dairy cow produced a lot of milk that looks fresh.,The dairy cow produced a lot of,that looks fresh., milk,milk,97.0,0.97,False,0.043943347587597055,0.043943347587597055,119
MC,The large jug held a lot of milk that looks fresh.,The large jug held a lot of,that looks fresh., milk,milk,11.0,0.11,False,3.1844245711374275,3.1844245711374275,119
LC,The local farmers produced a lot of milk that looks fresh.,The local farmers produced a lot of,that looks fresh., milk,milk,3.0,0.03,False,5.058893689053568,5.058893689053568,119
HC,The hikers climbed to the summit of the mountain in the Adirondacks.,The hikers climbed to the summit of the,in the Adirondacks., mountain,mountain,96.0,0.96,False,0.058893689053568565,0.058893689053568565,120
MC,The couple camped near the side of the mountain in the Adirondacks.,The couple camped near the side of the,in the Adirondacks., mountain,mountain,10.0,0.1,False,3.321928094887362,3.321928094887362,120
LC,The scholars learned about the history of the mountain in the Adirondacks.,The scholars learned about the history of the,in the Adirondacks., mountain,mountain,0.0,0.0,True,inf,19.931568569324174,120
HC,"After the body was discovered, our neighbor was arrested for murder and arson.","After the body was discovered, our neighbor was arrested for",and arson., murder,murder,87.0,0.87,False,0.2009126939259964,0.2009126939259964,121
MC,Our son was innocent and shouldn't have been arrested for murder and arson.,Our son was innocent and shouldn't have been arrested for,and arson., murder,murder,24.0,0.24,False,2.0588936890535687,2.0588936890535687,121
LC,"When the building burned down, the man was arrested for murder and arson.","When the building burned down, the man was arrested for",and arson., murder,murder,2.0,0.02,False,5.643856189774724,5.643856189774724,121
HC,"Before the weight lifting tournament, he needed to build some muscle real fast.","Before the weight lifting tournament, he needed to build some",real fast., muscle,muscle,82.0,0.82,False,0.2863041851566411,0.2863041851566411,122
MC,The head of the cheerleading squad needed to build some muscle real fast.,The head of the cheerleading squad needed to build some,real fast., muscle,muscle,26.0,0.26,False,1.9434164716336324,1.9434164716336324,122
LC,"After arriving at the campus, he wanted to build some muscle real fast.","After arriving at the campus, he wanted to build some",real fast., muscle,muscle,2.0,0.02,False,5.643856189774724,5.643856189774724,122
HC,"The burgers were messy, so he made sure to grab a napkin made of linen.","The burgers were messy, so he made sure to grab a",made of linen., napkin,napkin,87.0,0.87,False,0.2009126939259964,0.2009126939259964,123
MC,"At the diner, the waitress had forgotten to bring him a napkin made of linen.","At the diner, the waitress had forgotten to bring him a",made of linen., napkin,napkin,13.0,0.13,False,2.9434164716336326,2.9434164716336326,123
LC,When he was walking past the kitchen he accidentally dropped a napkin made of linen.,When he was walking past the kitchen he accidentally dropped a,made of linen., napkin,napkin,0.0,0.0,True,inf,19.931568569324174,123
HC,They had to walk single file because the path was too narrow and cramped.,They had to walk single file because the path was too,and cramped., narrow,narrow,86.0,0.86,False,0.21759143507262677,0.21759143507262677,124
MC,They decided to use the elevator because the stairwell was too narrow and cramped.,They decided to use the elevator because the stairwell was too,and cramped., narrow,narrow,12.0,0.12,False,3.0588936890535687,3.0588936890535687,124
LC,They decided not to go rafting because the river was too narrow and cramped.,They decided not to go rafting because the river was too,and cramped., narrow,narrow,0.0,0.0,True,inf,19.931568569324174,124
HC,"Of all the animals, the giraffe is known for its long neck and distinctive colors.","Of all the animals, the giraffe is known for its long",and distinctive colors., neck,neck,98.0,0.98,False,0.029146345659516508,0.029146345659516508,125
MC,"Of all the animals, the flamingo is known for its long neck and distinctive colors.","Of all the animals, the flamingo is known for its long",and distinctive colors., neck,neck,30.0,0.3,False,1.7369655941662063,1.7369655941662063,125
LC,"Of all the animals, the peacock is known for its long neck and distinctive colors.","Of all the animals, the peacock is known for its long",and distinctive colors., neck,neck,5.0,0.05,False,4.321928094887363,4.321928094887363,125
HC,She couldn't get the thread through the eye of the needle while quilting.,She couldn't get the thread through the eye of the,while quilting., needle,needle,92.0,0.92,False,0.12029423371771177,0.12029423371771177,126
MC,The woman accidentally poked herself with the tip of the needle while quilting.,The woman accidentally poked herself with the tip of the,while quilting., needle,needle,21.0,0.21,False,2.2515387669959646,2.2515387669959646,126
LC,During arts and crafts she broke the tip of the needle while quilting.,During arts and crafts she broke the tip of the,while quilting., needle,needle,1.0,0.01,False,6.643856189774724,6.643856189774724,126
HC,"Before laying its eggs, the robin had to build a nest made of twigs.","Before laying its eggs, the robin had to build a",made of twigs., nest,nest,98.0,0.98,False,0.029146345659516508,0.029146345659516508,127
MC,"Up in the poplar tree, the stray cat found a nest made of twigs.","Up in the poplar tree, the stray cat found a",made of twigs., nest,nest,16.0,0.16,False,2.643856189774725,2.643856189774725,127
LC,"While cleaning up outside, Jerry had to throw away a nest made of twigs.","While cleaning up outside, Jerry had to throw away a",made of twigs., nest,nest,0.0,0.0,True,inf,19.931568569324174,127
HC,The volleyball shot barely made it over the net in the high school gym.,The volleyball shot barely made it over the,in the high school gym., net,net,95.0,0.95,False,0.07400058144377693,0.07400058144377693,128
MC,The referee saw the ball roll under the net in the high school gym.,The referee saw the ball roll under the,in the high school gym., net,net,12.0,0.12,False,3.0588936890535687,3.0588936890535687,128
LC,Samantha and Karen suspected it was under the net in the high school gym.,Samantha and Karen suspected it was under the,in the high school gym., net,net,0.0,0.0,True,inf,19.931568569324174,128
HC,"Because they are nocturnal creatures, all bats hunt at night in the city.","Because they are nocturnal creatures, all bats hunt at",in the city., night,night,100.0,1.0,False,-0.0,-0.0,129
MC,"To keep their relationship secret, they usually meet at night in the city.","To keep their relationship secret, they usually meet at",in the city., night,night,36.0,0.36,False,1.4739311883324124,1.4739311883324124,129
LC,The student was going to get her degree at night in the city.,The student was going to get her degree at,in the city., night,night,1.0,0.01,False,6.643856189774724,6.643856189774724,129
HC,Jack forgot about the cookies baking in the oven at home.,Jack forgot about the cookies baking in the,at home., oven,oven,99.0,0.99,False,0.014499569695115089,0.014499569695115089,130
MC,Jack remembered that he left something in the oven at home.,Jack remembered that he left something in the,at home., oven,oven,13.0,0.13,False,2.9434164716336326,2.9434164716336326,130
LC,Jack remembered that he needed to clean the oven at home.,Jack remembered that he needed to clean the,at home., oven,oven,3.0,0.03,False,5.058893689053568,5.058893689053568,130
HC,The heroin addict died of an overdose in the motel room.,The heroin addict died of an,in the motel room., overdose,overdose,99.0,0.99,False,0.014499569695115089,0.014499569695115089,131
MC,They used naloxone to treat an overdose in the motel room.,They used naloxone to treat an,in the motel room., overdose,overdose,22.0,0.22,False,2.1844245711374275,2.1844245711374275,131
LC,The celebrity showed signs of an overdose in the motel room.,The celebrity showed signs of an,in the motel room., overdose,overdose,3.0,0.03,False,5.058893689053568,5.058893689053568,131
HC,The artist dipped her brush into a fresh can of paint for the mural.,The artist dipped her brush into a fresh can of,for the mural., paint,paint,96.0,0.96,False,0.058893689053568565,0.058893689053568565,132
MC,At Home Depot they didn't sell the right kind of paint for the mural.,At Home Depot they didn't sell the right kind of,for the mural., paint,paint,10.0,0.1,False,3.321928094887362,3.321928094887362,132
LC,Erica had always wanted to try a new type of paint for the mural.,Erica had always wanted to try a new type of,for the mural., paint,paint,0.0,0.0,True,inf,19.931568569324174,132
HC,The student opened his notebook and pulled out a piece of paper for taking notes.,The student opened his notebook and pulled out a piece of,for taking notes., paper,paper,96.0,0.96,False,0.058893689053568565,0.058893689053568565,133
MC,"In all his chemistry classes, the student used a lot of paper for taking notes.","In all his chemistry classes, the student used a lot of",for taking notes., paper,paper,10.0,0.1,False,3.321928094887362,3.321928094887362,133
LC,The two researchers working in the clinical program needed lots of paper for taking notes.,The two researchers working in the clinical program needed lots of,for taking notes., paper,paper,0.0,0.0,True,inf,19.931568569324174,133
HC,"For my mother's birthday, we threw a huge party that made the neighbors angry.","For my mother's birthday, we threw a huge",that made the neighbors angry., party,party,94.0,0.94,False,0.08926733809708741,0.08926733809708741,134
MC,"On the last day, there was a huge party that made the neighbors angry.","On the last day, there was a huge",that made the neighbors angry., party,party,31.0,0.31,False,1.6896598793878495,1.6896598793878495,134
LC,"Right beside the lake, there was a huge party that made the neighbors angry.","Right beside the lake, there was a huge",that made the neighbors angry., party,party,0.0,0.0,True,inf,19.931568569324174,134
HC,The website login asks for my username and password at some point.,The website login asks for my username and,at some point., password,password,99.0,0.99,False,0.014499569695115089,0.014499569695115089,135
MC,Tim had forgotten his mother's email address and password at some point.,Tim had forgotten his mother's email address and,at some point., password,password,13.0,0.13,False,2.9434164716336326,2.9434164716336326,135
LC,Tim's classmate tried to steal his phone and password at some point.,Tim's classmate tried to steal his phone and,at some point., password,password,0.0,0.0,True,inf,19.931568569324174,135
HC,"In the story, the wolf chased the three little pigs behind the house.","In the story, the wolf chased the three little",behind the house., pigs,pigs,86.0,0.86,False,0.21759143507262677,0.21759143507262677,136
MC,The farmer was raising cows and lots of little pigs behind the house.,The farmer was raising cows and lots of little,behind the house., pigs,pigs,18.0,0.18,False,2.473931188332412,2.473931188332412,136
LC,"Bill checked outside, but he didn't see the little pigs behind the house.","Bill checked outside, but he didn't see the little",behind the house., pigs,pigs,0.0,0.0,True,inf,19.931568569324174,136
HC,The tooth fairy was supposed to leave money under her pillow in the bedroom.,The tooth fairy was supposed to leave money under her,in the bedroom., pillow,pillow,96.0,0.96,False,0.058893689053568565,0.058893689053568565,137
MC,My cousin usually kept her phone plugged in under her pillow in the bedroom.,My cousin usually kept her phone plugged in under her,in the bedroom., pillow,pillow,18.0,0.18,False,2.473931188332412,2.473931188332412,137
LC,"When her wallet was missing, she found it under her pillow in the bedroom.","When her wallet was missing, she found it under her",in the bedroom., pillow,pillow,3.0,0.03,False,5.058893689053568,5.058893689053568,137
HC,"On the plane, Timmy went up to the cockpit to meet the pilot and copilot.","On the plane, Timmy went up to the cockpit to meet the pilot and co",., pilot,pilot,93.0,0.93,False,0.10469737866669324,0.10469737866669324,138
MC,"When they arrived at their destination, the passengers got to meet the pilot and copilot.","When they arrived at their destination, the passengers got to meet the pilot and co",., pilot,pilot,23.0,0.23,False,2.1202942337177118,2.1202942337177118,138
LC,"When we were told we had to evacuate, we listened to the pilot and copilot.","When we were told we had to evacuate, we listened to the pilot and co",., pilot,pilot,0.0,0.0,True,inf,19.931568569324174,138
HC,"The airport was crowded, and the passengers couldn't board the plane on the runway.","The airport was crowded, and the passengers couldn't board the",on the runway., plane,plane,94.0,0.94,False,0.08926733809708741,0.08926733809708741,139
MC,"After a three hour wait, the passengers could see the plane on the runway.","After a three hour wait, the passengers could see the",on the runway., plane,plane,19.0,0.19,False,2.395928676331139,2.395928676331139,139
LC,"After a three hour wait, the men could see the plane on the runway.","After a three hour wait, the men could see the",on the runway., plane,plane,2.0,0.02,False,5.643856189774724,5.643856189774724,139
HC,The king died because the assassin filled his cup with poison last night.,The king died because the assassin filled his cup with,last night., poison,poison,93.0,0.93,False,0.10469737866669324,0.10469737866669324,140
MC,They were finally able to solve the mouse problem with poison last night.,They were finally able to solve the mouse problem with,last night., poison,poison,10.0,0.1,False,3.321928094887362,3.321928094887362,140
LC,The small dagger that the soldier carried was covered with poison last night.,The small dagger that the soldier carried was covered with,last night., poison,poison,0.0,0.0,True,inf,19.931568569324174,140
HC,The gym won't let me swim in their heated pool after nightfall.,The gym won't let me swim in their heated,after nightfall., pool,pool,95.0,0.95,False,0.07400058144377693,0.07400058144377693,141
MC,They needed to add more water to the heated pool after nightfall.,They needed to add more water to the heated,after nightfall., pool,pool,18.0,0.18,False,2.473931188332412,2.473931188332412,141
LC,The men said that I shouldn't approach the heated pool after nightfall.,The men said that I shouldn't approach the heated,after nightfall., pool,pool,2.0,0.02,False,5.643856189774724,5.643856189774724,141
HC,She added chives and sour cream to the baked potato that looked delicious.,She added chives and sour cream to the baked,that looked delicious., potato,potato,93.0,0.93,False,0.10469737866669324,0.10469737866669324,142
MC,He opened up the oven to remove the baked potato that looked delicious.,He opened up the oven to remove the baked,that looked delicious., potato,potato,11.0,0.11,False,3.1844245711374275,3.1844245711374275,142
LC,The waiter recommended the seafood linguini or the baked potato that looked delicious.,The waiter recommended the seafood linguini or the baked,that looked delicious., potato,potato,2.0,0.02,False,5.643856189774724,5.643856189774724,142
HC,The parents of the awarded athlete felt very proud of his hard work.,The parents of the awarded athlete felt very,of his hard work., proud,proud,86.0,0.86,False,0.21759143507262677,0.21759143507262677,143
MC,The owner of the Italian restaurant felt very proud of his hard work.,The owner of the Italian restaurant felt very,of his hard work., proud,proud,27.0,0.27,False,1.8889686876112561,1.8889686876112561,143
LC,"After his final chemo treatment, he felt very proud of his hard work.","After his final chemo treatment, he felt very",of his hard work., proud,proud,1.0,0.01,False,6.643856189774724,6.643856189774724,143
HC,The water from her umbrella collected in a big puddle on the floor.,The water from her umbrella collected in a big,on the floor., puddle,puddle,78.0,0.78,False,0.3584539709124763,0.3584539709124763,144
MC,The steam from her shower collected in a big puddle on the floor.,The steam from her shower collected in a big,on the floor., puddle,puddle,16.0,0.16,False,2.643856189774725,2.643856189774725,144
LC,The drinks that they didn't finish made a big puddle on the floor.,The drinks that they didn't finish made a big,on the floor., puddle,puddle,1.0,0.01,False,6.643856189774724,6.643856189774724,144
HC,"When the paramedic arrived, he checked the victim's wrist for a pulse and called 911.","When the paramedic arrived, he checked the victim's wrist for a",and called 911., pulse,pulse,90.0,0.9,False,0.15200309344504995,0.15200309344504995,145
MC,"When the expert arrived, he immediately checked the woman for a pulse and called 911.","When the expert arrived, he immediately checked the woman for a",and called 911., pulse,pulse,20.0,0.2,False,2.321928094887362,2.321928094887362,145
LC,"When the detective arrived at the scene, he looked for a pulse and called 911.","When the detective arrived at the scene, he looked for a",and called 911., pulse,pulse,0.0,0.0,True,inf,19.931568569324174,145
HC,"For Halloween, they were carving a large pumpkin at the Farmer's market.","For Halloween, they were carving a large",at the Farmer's market., pumpkin,pumpkin,97.0,0.97,False,0.043943347587597055,0.043943347587597055,146
MC,"For the pie, they bought a large pumpkin at the Farmer's market.","For the pie, they bought a large",at the Farmer's market., pumpkin,pumpkin,12.0,0.12,False,3.0588936890535687,3.0588936890535687,146
LC,"Before the party, they bought a large pumpkin at the Farmer's market.","Before the party, they bought a large",at the Farmer's market., pumpkin,pumpkin,0.0,0.0,True,inf,19.931568569324174,146
HC,He liked to study in the library because it was very quiet and peaceful.,He liked to study in the library because it was very,and peaceful., quiet,quiet,93.0,0.93,False,0.10469737866669324,0.10469737866669324,147
MC,The group of people sitting in the concert hall was very quiet and peaceful.,The group of people sitting in the concert hall was very,and peaceful., quiet,quiet,28.0,0.28,False,1.8365012677171204,1.8365012677171204,147
LC,The neighborhood at the top of the tall hill was very quiet and peaceful.,The neighborhood at the top of the tall hill was very,and peaceful., quiet,quiet,3.0,0.03,False,5.058893689053568,5.058893689053568,147
HC,The tennis player firmly gripped the handle of his racket and swung.,The tennis player firmly gripped the handle of his,and swung., racket,racket,93.0,0.93,False,0.10469737866669324,0.10469737866669324,148
MC,"While waiting for his partner, the player grabbed his racket and swung.","While waiting for his partner, the player grabbed his",and swung., racket,racket,16.0,0.16,False,2.643856189774725,2.643856189774725,148
LC,The crowd watched as the man picked up his racket and swung.,The crowd watched as the man picked up his,and swung., racket,racket,0.0,0.0,True,inf,19.931568569324174,148
HC,"Driving in the countryside, I could only hear static on the radio that evening.","Driving in the countryside, I could only hear static on the",that evening., radio,radio,93.0,0.93,False,0.10469737866669324,0.10469737866669324,149
MC,The woman learned some news about the approaching hurricane on the radio that evening.,The woman learned some news about the approaching hurricane on the,that evening., radio,radio,8.0,0.08,False,3.643856189774725,3.643856189774725,149
LC,"Luckily, the old woman found lots of interesting programs on the radio that evening.","Luckily, the old woman found lots of interesting programs on the",that evening., radio,radio,3.0,0.03,False,5.058893689053568,5.058893689053568,149
HC,She brought an umbrella to protect her from the rain and sleet.,She brought an umbrella to protect her from the,and sleet., rain,rain,92.0,0.92,False,0.12029423371771177,0.12029423371771177,150
MC,She brought a jacket to protect her from the rain and sleet.,She brought a jacket to protect her from the,and sleet., rain,rain,19.0,0.19,False,2.395928676331139,2.395928676331139,150
LC,She arrived late because she got stuck in the rain and sleet.,She arrived late because she got stuck in the,and sleet., rain,rain,2.0,0.02,False,5.643856189774724,5.643856189774724,150
HC,He gathered the leaves into a pile using a rake earlier this afternoon.,He gathered the leaves into a pile using a,earlier this afternoon., rake,rake,96.0,0.96,False,0.058893689053568565,0.058893689053568565,151
MC,The homeowner was cleaning up the driveway using a rake earlier this afternoon.,The homeowner was cleaning up the driveway using a,earlier this afternoon., rake,rake,15.0,0.15,False,2.736965594166206,2.736965594166206,151
LC,He tried to scare off the animal using a rake earlier this afternoon.,He tried to scare off the animal using a,earlier this afternoon., rake,rake,1.0,0.01,False,6.643856189774724,6.643856189774724,151
HC,"During her painful headache, she took a Tylenol to get some relief like we suggested.","During her painful headache, she took a Tylenol to get some",like we suggested., relief,relief,84.0,0.84,False,0.25153876699596445,0.25153876699596445,152
MC,The old woman with the painful sunburn tried to get some relief like we suggested.,The old woman with the painful sunburn tried to get some,like we suggested., relief,relief,26.0,0.26,False,1.9434164716336324,1.9434164716336324,152
LC,She decided they should take an extended vacation to get some relief like we suggested.,She decided they should take an extended vacation to get some,like we suggested., relief,relief,2.0,0.02,False,5.643856189774724,5.643856189774724,152
HC,"To make sushi, she carefully boiled the grains of rice on the counter.","To make sushi, she carefully boiled the grains of",on the counter., rice,rice,92.0,0.92,False,0.12029423371771177,0.12029423371771177,153
MC,She used the pressure cooker to steam lots of rice on the counter.,She used the pressure cooker to steam lots of,on the counter., rice,rice,19.0,0.19,False,2.395928676331139,2.395928676331139,153
LC,"In the kitchen, she accidentally spilled a bunch of rice on the counter.","In the kitchen, she accidentally spilled a bunch of",on the counter., rice,rice,1.0,0.01,False,6.643856189774724,6.643856189774724,153
HC,Before proposing to his girlfriend he would need a ring with a big diamond.,Before proposing to his girlfriend he would need a,with a big diamond., ring,ring,95.0,0.95,False,0.07400058144377693,0.07400058144377693,154
MC,For my fiancée’s upcoming birthday I bought her a ring with a big diamond.,For my fiancée’s upcoming birthday I bought her a,with a big diamond., ring,ring,23.0,0.23,False,2.1202942337177118,2.1202942337177118,154
LC,After receiving her paycheck she wanted to buy a ring with a big diamond.,After receiving her paycheck she wanted to buy a,with a big diamond., ring,ring,0.0,0.0,True,inf,19.931568569324174,154
HC,The climbers and guide were attached to each other by a rope made of nylon.,The climbers and guide were attached to each other by a,made of nylon., rope,rope,78.0,0.78,False,0.3584539709124763,0.3584539709124763,155
MC,The skilled cave explorer remembered to bring his flashlight and a rope made of nylon.,The skilled cave explorer remembered to bring his flashlight and a,made of nylon., rope,rope,24.0,0.24,False,2.0588936890535687,2.0588936890535687,155
LC,"When Jeff went to the sports equipment store, he bought a rope made of nylon.","When Jeff went to the sports equipment store, he bought a",made of nylon., rope,rope,0.0,0.0,True,inf,19.931568569324174,155
HC,The wind couldn't push the boat because it had a tear in the sail after all.,The wind couldn't push the boat because it had a tear in the,after all., sail,sail,77.0,0.77,False,0.3770696490798233,0.3770696490798233,156
MC,No one has told the sailors that there is something wrong with the sail after all.,No one has told the sailors that there is something wrong with the,after all., sail,sail,8.0,0.08,False,3.643856189774725,3.643856189774725,156
LC,The team had to work for hours to fix the tear in the sail after all.,The team had to work for hours to fix the tear in the,after all., sail,sail,4.0,0.04,False,4.643856189774724,4.643856189774724,156
HC,He bought the lettuce and croutons to make a salad for everyone.,He bought the lettuce and croutons to make a,for everyone., salad,salad,97.0,0.97,False,0.043943347587597055,0.043943347587597055,157
MC,"For her lunch tomorrow, she decided to make a salad for everyone.","For her lunch tomorrow, she decided to make a",for everyone., salad,salad,16.0,0.16,False,2.643856189774725,2.643856189774725,157
LC,"On the last day, he decided to make a salad for everyone.","On the last day, he decided to make a",for everyone., salad,salad,0.0,0.0,True,inf,19.931568569324174,157
HC,The store reduced their prices during the annual sale which always attracted customers.,The store reduced their prices during the annual,which always attracted customers., sale,sale,92.0,0.92,False,0.12029423371771177,0.12029423371771177,158
MC,He spent lots of money at the annual sale which always attracted customers.,He spent lots of money at the annual,which always attracted customers., sale,sale,10.0,0.1,False,3.321928094887362,3.321928094887362,158
LC,John and his wife prepared for the annual sale which always attracted customers.,John and his wife prepared for the annual,which always attracted customers., sale,sale,0.0,0.0,True,inf,19.931568569324174,158
HC,"To educate the children, they built a new school by the river.","To educate the children, they built a new",by the river., school,school,78.0,0.78,False,0.3584539709124763,0.3584539709124763,159
MC,My brother moved and transferred to a new school by the river.,My brother moved and transferred to a new,by the river., school,school,40.0,0.4,False,1.3219280948873622,1.3219280948873622,159
LC,After the horrible flood they built a new school by the river.,After the horrible flood they built a new,by the river., school,school,1.0,0.01,False,6.643856189774724,6.643856189774724,159
HC,"To read the prophecy, he unrolled the ancient scroll from Germany.","To read the prophecy, he unrolled the ancient",from Germany., scroll,scroll,85.0,0.85,False,0.23446525363702297,0.23446525363702297,160
MC,"While visiting court, the priest read the ancient scroll from Germany.","While visiting court, the priest read the ancient",from Germany., scroll,scroll,14.0,0.14,False,2.8365012677171206,2.8365012677171206,160
LC,The pair of thieves recently stole the ancient scroll from Germany.,The pair of thieves recently stole the ancient,from Germany., scroll,scroll,4.0,0.04,False,4.643856189774724,4.643856189774724,160
HC,Susan forgot to put a period at the end of the sentence in the essay.,Susan forgot to put a period at the end of the,in the essay., sentence,sentence,98.0,0.98,False,0.029146345659516508,0.029146345659516508,161
MC,Susan had a lot of trouble understanding the end of the sentence in the essay.,Susan had a lot of trouble understanding the end of the,in the essay., sentence,sentence,11.0,0.11,False,3.1844245711374275,3.1844245711374275,161
LC,The substitute teacher was pretty impressed by the length of the sentence in the essay.,The substitute teacher was pretty impressed by the length of the,in the essay., sentence,sentence,1.0,0.01,False,6.643856189774724,6.643856189774724,161
HC,"When the earthquake began, the whole building started shaking all of a sudden.","When the earthquake began, the whole building started",all of a sudden., shaking,shaking,85.0,0.85,False,0.23446525363702297,0.23446525363702297,162
MC,They fled in fear when the house started shaking all of a sudden.,They fled in fear when the house started,all of a sudden., shaking,shaking,36.0,0.36,False,1.4739311883324124,1.4739311883324124,162
LC,"When the actor approached the audience, he started shaking all of a sudden.","When the actor approached the audience, he started",all of a sudden., shaking,shaking,1.0,0.01,False,6.643856189774724,6.643856189774724,162
HC,The swimmer was attacked by a great white shark in the ocean.,The swimmer was attacked by a great white,in the ocean., shark,shark,96.0,0.96,False,0.058893689053568565,0.058893689053568565,163
MC,The marine biologist was studying a rare white shark in the ocean.,The marine biologist was studying a rare white,in the ocean., shark,shark,20.0,0.2,False,2.321928094887362,2.321928094887362,163
LC,"Earlier, the dock worker saw a beautiful white shark in the ocean.","Earlier, the dock worker saw a beautiful white",in the ocean., shark,shark,2.0,0.02,False,5.643856189774724,5.643856189774724,163
HC,It could cut easily because the blade was very sharp at the end.,It could cut easily because the blade was very,at the end., sharp,sharp,98.0,0.98,False,0.029146345659516508,0.029146345659516508,164
MC,"She always worked quickly, and her tool was very sharp at the end.","She always worked quickly, and her tool was very",at the end., sharp,sharp,44.0,0.44,False,1.1844245711374275,1.1844245711374275,164
LC,His mom sternly warned him because it was very sharp at the end.,His mom sternly warned him because it was very,at the end., sharp,sharp,0.0,0.0,True,inf,19.931568569324174,164
HC,Sarah pulled the book off the shelf in the study.,Sarah pulled the book off the,in the study., shelf,shelf,94.0,0.94,False,0.08926733809708741,0.08926733809708741,165
MC,Sarah arranged the items on the shelf in the study.,Sarah arranged the items on the,in the study., shelf,shelf,24.0,0.24,False,2.0588936890535687,2.0588936890535687,165
LC,Sarah noticed the mouse on the shelf in the study.,Sarah noticed the mouse on the,in the study., shelf,shelf,4.0,0.04,False,4.643856189774724,4.643856189774724,165
HC,The warrior blocked the spear thrust with his large wooden shield covered in spikes.,The warrior blocked the spear thrust with his large wooden,covered in spikes., shield,shield,86.0,0.86,False,0.21759143507262677,0.21759143507262677,166
MC,"In the warrior's tomb, the team discovered a large wooden shield covered in spikes.","In the warrior's tomb, the team discovered a large wooden",covered in spikes., shield,shield,10.0,0.1,False,3.321928094887362,3.321928094887362,166
LC,The accomplished artist carved the design on the large wooden shield covered in spikes.,The accomplished artist carved the design on the large wooden,covered in spikes., shield,shield,0.0,0.0,True,inf,19.931568569324174,166
HC,He couldn't reach the high shelf because he was very short for his age.,He couldn't reach the high shelf because he was very,for his age., short,short,95.0,0.95,False,0.07400058144377693,0.07400058144377693,167
MC,The big kids always teased Jason because he was very short for his age.,The big kids always teased Jason because he was very,for his age., short,short,15.0,0.15,False,2.736965594166206,2.736965594166206,167
LC,The parents were worried about Jason because he was very short for his age.,The parents were worried about Jason because he was very,for his age., short,short,0.0,0.0,True,inf,19.931568569324174,167
HC,"When exiting the highway, they had trouble reading the small sign in the distance.","When exiting the highway, they had trouble reading the small",in the distance., sign,sign,69.0,0.69,False,0.5353317329965558,0.5353317329965558,168
MC,"On their country drive, they had trouble seeing the small sign in the distance.","On their country drive, they had trouble seeing the small",in the distance., sign,sign,24.0,0.24,False,2.0588936890535687,2.0588936890535687,168
LC,"At the Italian restaurant, they had trouble reading the small sign in the distance.","At the Italian restaurant, they had trouble reading the small",in the distance., sign,sign,0.0,0.0,True,inf,19.931568569324174,168
HC,Long before he saw the ambulance's lights he heard the siren off in the distance.,Long before he saw the ambulance's lights he heard the,off in the distance., siren,siren,90.0,0.9,False,0.15200309344504995,0.15200309344504995,169
MC,When Dennis got closer to the intersection he heard the siren off in the distance.,When Dennis got closer to the intersection he heard the,off in the distance., siren,siren,24.0,0.24,False,2.0588936890535687,2.0588936890535687,169
LC,The students were ducking for cover when they heard the siren off in the distance.,The students were ducking for cover when they heard the,off in the distance., siren,siren,3.0,0.03,False,5.058893689053568,5.058893689053568,169
HC,She was the youngest out of all her brothers and sisters at home.,She was the youngest out of all her brothers and,at home., sisters,sisters,90.0,0.9,False,0.15200309344504995,0.15200309344504995,170
MC,She learned how to use makeup from her friends and sisters at home.,She learned how to use makeup from her friends and,at home., sisters,sisters,16.0,0.16,False,2.643856189774725,2.643856189774725,170
LC,She was always rude and obnoxious around her teachers and sisters at home.,She was always rude and obnoxious around her teachers and,at home., sisters,sisters,0.0,0.0,True,inf,19.931568569324174,170
HC,Not using sunscreen at the beach can damage your skin quite badly.,Not using sunscreen at the beach can damage your,quite badly., skin,skin,97.0,0.97,False,0.043943347587597055,0.043943347587597055,171
MC,The chemicals floating in the water can damage your skin quite badly.,The chemicals floating in the water can damage your,quite badly., skin,skin,29.0,0.29,False,1.7858751946471527,1.7858751946471527,171
LC,The factory produces noxious chemicals that can damage your skin quite badly.,The factory produces noxious chemicals that can damage your,quite badly., skin,skin,2.0,0.02,False,5.643856189774724,5.643856189774724,171
HC,Eric comforted his tearful son and sang him to sleep after all the commotion.,Eric comforted his tearful son and sang him to,after all the commotion., sleep,sleep,90.0,0.9,False,0.15200309344504995,0.15200309344504995,172
MC,My nephew told us that he didn't want to sleep after all the commotion.,My nephew told us that he didn't want to,after all the commotion., sleep,sleep,10.0,0.1,False,3.321928094887362,3.321928094887362,172
LC,All of us knew that Eric wouldn't want to sleep after all the commotion.,All of us knew that Eric wouldn't want to,after all the commotion., sleep,sleep,2.0,0.02,False,5.643856189774724,5.643856189774724,172
HC,They didn't rent the apartment because the kitchen was too small and unimpressive.,They didn't rent the apartment because the kitchen was too,and unimpressive., small,small,78.0,0.78,False,0.3584539709124763,0.3584539709124763,173
